[  0] 0x7FF7E75AA667 Fallout4.exe+145A667	movzx edx, byte ptr [r8+0x1A] |  GameScript::BasicEventHandler::ProcessEvent(TESCombatEvent&,BSTEventSource<TESCombatEvent>*)_145A667 -> 1025656+0x57	movzx edx, byte ptr [r8+0x1A]
[RSP+48B0] 0x4BAA2000         (size_t) [1269440512]
[RSP+48B8] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+48C0] 0x1FC00000000      (void*)
[RSP+48C8] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+48D0] 0x1FBC91F8290      (void*)
[RSP+48D8] 0x4C               (size_t) [76]
[RSP+48E0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+48E8] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+48F0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+48F8] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+4900] 0x0                (size_t) [0]
[RSP+4908] 0x2B               (size_t) [43]
[RSP+4910] 0x65               (size_t) [101]
[RSP+4918] 0x0                (size_t) [0]
[RSP+4920] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4928] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+4930] 0x200000           (size_t) [2097152]
[RSP+4938] 0x0                (size_t) [0]
[RSP+4940] 0x200000           (size_t) [2097152]
[RSP+4948] 0x0                (size_t) [0]
[RSP+4950] 0x4A3F6            (size_t) [304118]
[RSP+4958] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4960] 0x0                (size_t) [0]
[RSP+4968] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4970] 0x0                (size_t) [0]
[RSP+4978] 0x200000           (size_t) [2097152]
[RSP+4980] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4988] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+4990] 0x0                (size_t) [0]
[RSP+4998] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+49A0] 0x164513EF50       (void*)
[RSP+49A8] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+49B0] 0x4A3F6            (size_t) [304118]
[RSP+49B8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+49C0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+49C8] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+49D0] 0x1                (size_t) [1]
[RSP+49D8] 0x200000           (size_t) [2097152]
[RSP+49E0] 0x0                (size_t) [0]
[RSP+49E8] 0x0                (size_t) [0]
[RSP+49F0] 0x164513F058       (void*)
[RSP+49F8] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+4A00] 0x4BAA2000         (size_t) [1269440512]
[RSP+4A08] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+4A10] 0x1FC00000000      (void*)
[RSP+4A18] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+4A20] 0x1FBC91F8290      (void*)
[RSP+4A28] 0x4C               (size_t) [76]
[RSP+4A30] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4A38] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+4A40] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4A48] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+4A50] 0x0                (size_t) [0]
[RSP+4A58] 0x2B               (size_t) [43]
[RSP+4A60] 0x65               (size_t) [101]
[RSP+4A68] 0x0                (size_t) [0]
[RSP+4A70] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4A78] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+4A80] 0x200000           (size_t) [2097152]
[RSP+4A88] 0x0                (size_t) [0]
[RSP+4A90] 0x200000           (size_t) [2097152]
[RSP+4A98] 0x0                (size_t) [0]
[RSP+4AA0] 0x4A3F6            (size_t) [304118]
[RSP+4AA8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4AB0] 0x0                (size_t) [0]
[RSP+4AB8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4AC0] 0x0                (size_t) [0]
[RSP+4AC8] 0x200000           (size_t) [2097152]
[RSP+4AD0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4AD8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+4AE0] 0x0                (size_t) [0]
[RSP+4AE8] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+4AF0] 0x164513F0A0       (void*)
[RSP+4AF8] 0x0                (size_t) [0]
[RSP+4B00] 0x4A3F6            (size_t) [304118]
[RSP+4B08] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4B10] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4B18] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+4B20] 0x1                (size_t) [1]
[RSP+4B28] 0x200000           (size_t) [2097152]
[RSP+4B30] 0x0                (size_t) [0]
[RSP+4B38] 0x0                (size_t) [0]
[RSP+4B40] 0x164513F198       (void*)
[RSP+4B48] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+4B50] 0x4BAA2000         (size_t) [1269440512]
[RSP+4B58] 0x2000001          (size_t) [33554433]
[RSP+4B60] 0x9A0762           (size_t) [10094434]
[RSP+4B68] 0x7FF9964E84D6     (void* -> USER32.dll+00184D6	nop [rax+rax*1], eax)
[RSP+4B70] 0x1FBC91F8290      (void*)
[RSP+4B78] 0x1FCFBBB7DC0      (ScriptEffect*)
[RSP+4B80] 0x1FC8811C740      (void*)
[RSP+4B88] 0x7FF7E6DA01D2     (void* -> Fallout4.exe+0C501D2	mov rbx, [rbp-0x01] |  ActiveEffect::UpdateEffect(float)_C501D2)
[RSP+4B90] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4B98] 0x1FC8811C738      (void*)
[RSP+4BA0] 0x164513F199       (void*)
[RSP+4BA8] 0x7FF7E7C6093F     (void* -> Fallout4.exe+1B1093F	cmp [rdi], eax |  BSReadWriteLock::LockForRead(void)_1B1093F)
[RSP+4BB0] 0x1FD73CCD100      (void*)
[RSP+4BB8] 0x1FC88381A1C      (void*)
[RSP+4BC0] 0x1FD74A7F150      (void*)
[RSP+4BC8] 0x7FF8E695C673     (void* -> Buffout4.dll+00FC673	mov rdi, [rsp+0x30] |  E:\Documents\source\repos\vcpkg\buildtrees\tbb\src\v2021.8.0-b8941aa9b2.clean\src\tbbmalloc\frontend.cpp:3185 scalable_aligned_free)
[RSP+4BD0] 0x1FCAB6F9A80      (void*)
[RSP+4BD8] 0x0                (size_t) [0]
[RSP+4BE0] 0x0                (size_t) [0]
[RSP+4BE8] 0x0                (size_t) [0]
[RSP+4BF0] 0x0                (size_t) [0]
[RSP+4BF8] 0x0                (size_t) [0]
[RSP+4C00] 0x1FCAB6F9A80      (void*)
[RSP+4C08] 0x0                (size_t) [0]
[RSP+4C10] 0x1FCAB6F9AA0      (void*)
[RSP+4C18] 0x1FCFC37D838      (void*)
[RSP+4C20] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4C28] 0x1FC8811C738      (void*)
[RSP+4C30] 0x1                (size_t) [1]
[RSP+4C38] 0x7FF7E6DBB8E2     (void* -> Fallout4.exe+0C6B8E2	add rbx, 0x08 |  MagicTarget::Dispel(bool)_C6B8E2)
[RSP+4C40] 0x1FC0024A3F6      (void*)
[RSP+4C48] 0x2B               (size_t) [43]
[RSP+4C50] 0x0                (size_t) [0]
[RSP+4C58] 0x0                (size_t) [0]
[RSP+4C60] 0x65               (size_t) [101]
[RSP+4C68] 0x7FF7E6EBF5A7     (void* -> Fallout4.exe+0D6F5A7	mov rcx, r14 |  Actor::Predestroy(void)_D6F5A7)
[RSP+4C70] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4C78] 0x0                (size_t) [0]
[RSP+4C80] 0x200000           (size_t) [2097152]
[RSP+4C88] 0x65               (size_t) [101]
[RSP+4C90] 0x4A3F6            (size_t) [304118]
[RSP+4C98] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4CA0] 0x0                (size_t) [0]
[RSP+4CA8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4CB0] 0x0                (size_t) [0]
[RSP+4CB8] 0x200000           (size_t) [2097152]
[RSP+4CC0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4CC8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+4CD0] 0x0                (size_t) [0]
[RSP+4CD8] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+4CE0] 0x164513F290       (void*)
[RSP+4CE8] 0x7FF7E7E19807     (void* -> Fallout4.exe+1CC9807	test al, al |  BSOcclusionBox::UpdateForViewPlanes(NiPoint3&)_1CC9807)
[RSP+4CF0] 0x4A3F6            (size_t) [304118]
[RSP+4CF8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4D00] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4D08] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+4D10] 0x1                (size_t) [1]
[RSP+4D18] 0x200000           (size_t) [2097152]
[RSP+4D20] 0x0                (size_t) [0]
[RSP+4D28] 0x4613638BC3F212A0 (size_t) [5049489059151483552]
[RSP+4D30] 0x164513F388       (void*)
[RSP+4D38] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+4D40] 0x4BAA2000         (size_t) [1269440512]
[RSP+4D48] 0x7FF83F7FEB9E     (size_t) [140704193964958]
[RSP+4D50] 0x460BCFD9C54A2554 (size_t) [5047356341623596372]
[RSP+4D58] 0xC36CC6D1         (size_t) [3278685905]
[RSP+4D60] 0x1FBC91F8290      (void*)
[RSP+4D68] 0x1FC8677B100      (ScriptEffect*)
[RSP+4D70] 0x1FC8811C740      (void*)
[RSP+4D78] 0x7FF7E6DA01D2     (void* -> Fallout4.exe+0C501D2	mov rbx, [rbp-0x01] |  ActiveEffect::UpdateEffect(float)_C501D2)
[RSP+4D80] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4D88] 0x1FC8811C730      (void*)
[RSP+4D90] 0x164513F389       (void*)
[RSP+4D98] 0x7FF7E7C6093F     (void* -> Fallout4.exe+1B1093F	cmp [rdi], eax |  BSReadWriteLock::LockForRead(void)_1B1093F)
[RSP+4DA0] 0x460F2CEFC54C84A4 (size_t) [5048303115624547492]
[RSP+4DA8] 0x80000000C381192C (size_t) [uint: 9223372040134793516 int: -9223372033574758100]
[RSP+4DB0] 0x4616C0A1C4028690 (size_t) [5050435833153357456]
[RSP+4DB8] 0x80000000C381192C (size_t) [uint: 9223372040134793516 int: -9223372033574758100]
[RSP+4DC0] 0x1FCAB6F9A80      (void*)
[RSP+4DC8] 0x0                (size_t) [0]
[RSP+4DD0] 0x0                (size_t) [0]
[RSP+4DD8] 0x0                (size_t) [0]
[RSP+4DE0] 0x0                (size_t) [0]
[RSP+4DE8] 0x0                (size_t) [0]
[RSP+4DF0] 0x1FCAB6F9A80      (void*)
[RSP+4DF8] 0x0                (size_t) [0]
[RSP+4E00] 0x1FCAB6F9AA0      (void*)
[RSP+4E08] 0x1FCFC37D838      (void*)
[RSP+4E10] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4E18] 0x1FC8811C730      (void*)
[RSP+4E20] 0x1                (size_t) [1]
[RSP+4E28] 0x7FF7E6DBB8E2     (void* -> Fallout4.exe+0C6B8E2	add rbx, 0x08 |  MagicTarget::Dispel(bool)_C6B8E2)
[RSP+4E30] 0x1FC0024A3F6      (void*)
[RSP+4E38] 0x2B               (size_t) [43]
[RSP+4E40] 0x0                (size_t) [0]
[RSP+4E48] 0x0                (size_t) [0]
[RSP+4E50] 0x65               (size_t) [101]
[RSP+4E58] 0x7FF7E6EBF5A7     (void* -> Fallout4.exe+0D6F5A7	mov rcx, r14 |  Actor::Predestroy(void)_D6F5A7)
[RSP+4E60] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4E68] 0x0                (size_t) [0]
[RSP+4E70] 0x200000           (size_t) [2097152]
[RSP+4E78] 0x65               (size_t) [101]
[RSP+4E80] 0x4A3F6            (size_t) [304118]
[RSP+4E88] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4E90] 0x0                (size_t) [0]
[RSP+4E98] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4EA0] 0x0                (size_t) [0]
[RSP+4EA8] 0x200000           (size_t) [2097152]
[RSP+4EB0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4EB8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+4EC0] 0xC6A79295465E7F00 (size_t) [uint: 14314571110448791296 int: -4132172963260760320]
[RSP+4EC8] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+4ED0] 0x164513F480       (void*)
[RSP+4ED8] 0x45BEA4F500000000 (size_t) [5025635606365995008]
[RSP+4EE0] 0x4A3F6            (size_t) [304118]
[RSP+4EE8] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4EF0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4EF8] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+4F00] 0x1                (size_t) [1]
[RSP+4F08] 0x200000           (size_t) [2097152]
[RSP+4F10] 0x0                (size_t) [0]
[RSP+4F18] 0x0                (size_t) [0]
[RSP+4F20] 0x164513F578       (void*)
[RSP+4F28] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+4F30] 0x4BAA2000         (size_t) [1269440512]
[RSP+4F38] 0x7FF8E695B53E     (void* -> Buffout4.dll+00FB53E	cmp eax, ebx |  E:\Documents\source\repos\vcpkg\buildtrees\tbb\src\v2021.8.0-b8941aa9b2.clean\src\tbbmalloc\frontend.cpp:2537 ?freeOwnObject@Block@internal@rml@@QEAAXPEAX@Z)
[RSP+4F40] 0x164513F580       (void*)
[RSP+4F48] 0x7FF7E6912328     (void* -> Fallout4.exe+07C2328	test al, al |  BGSTerrainManager::UpdateMultiBoundVisibility(NiCamera*)_7C2328)
[RSP+4F50] 0x1FBC91F8290      (void*)
[RSP+4F58] 0x1FC86778640      (ScriptEffect*)
[RSP+4F60] 0x1FC8811C740      (void*)
[RSP+4F68] 0x7FF7E6DA01D2     (void* -> Fallout4.exe+0C501D2	mov rbx, [rbp-0x01] |  ActiveEffect::UpdateEffect(float)_C501D2)
[RSP+4F70] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+4F78] 0x1FC8811C728      (void*)
[RSP+4F80] 0x164513F579       (void*)
[RSP+4F88] 0x7FF7E7C6093F     (void* -> Fallout4.exe+1B1093F	cmp [rdi], eax |  BSReadWriteLock::LockForRead(void)_1B1093F)
[RSP+4F90] 0x0                (size_t) [0]
[RSP+4F98] 0x0                (size_t) [0]
[RSP+4FA0] 0x0                (size_t) [0]
[RSP+4FA8] 0x0                (size_t) [0]
[RSP+4FB0] 0x1FCAB6F9A80      (void*)
[RSP+4FB8] 0x0                (size_t) [0]
[RSP+4FC0] 0x0                (size_t) [0]
[RSP+4FC8] 0x0                (size_t) [0]
[RSP+4FD0] 0x4A095440         (size_t) [1242125376]
[RSP+4FD8] 0x0                (size_t) [0]
[RSP+4FE0] 0x1FCAB6F9A80      (void*)
[RSP+4FE8] 0x0                (size_t) [0]
[RSP+4FF0] 0x1FCAB6F9AA0      (void*)
[RSP+4FF8] 0x1FCFC37D838      (void*)
[RSP+5000] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+5008] 0x1FC8811C728      (void*)
[RSP+5010] 0x1                (size_t) [1]
[RSP+5018] 0x7FF7E6DBB8E2     (void* -> Fallout4.exe+0C6B8E2	add rbx, 0x08 |  MagicTarget::Dispel(bool)_C6B8E2)
[RSP+5020] 0x1FC0024A3F6      (void*)
[RSP+5028] 0x2B               (size_t) [43]
[RSP+5030] 0x0                (size_t) [0]
[RSP+5038] 0x0                (size_t) [0]
[RSP+5040] 0x65               (size_t) [101]
[RSP+5048] 0x7FF7E6EBF5A7     (void* -> Fallout4.exe+0D6F5A7	mov rcx, r14 |  Actor::Predestroy(void)_D6F5A7)
[RSP+5050] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+5058] 0x0                (size_t) [0]
[RSP+5060] 0x200000           (size_t) [2097152]
[RSP+5068] 0x65               (size_t) [101]
[RSP+5070] 0x164513F7E8       (void*)
[RSP+5078] 0x1FBC91F78D0      (void*)
[RSP+5080] 0x4A3F6            (size_t) [304118]
[RSP+5088] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+5090] 0x0                (size_t) [0]
[RSP+5098] 0x200000           (size_t) [2097152]
[RSP+50A0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+50A8] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+50B0] 0x441BB625C6A22600 (size_t) [4907716492312847872]
[RSP+50B8] 0xC6A20000FFFFFFFF (size_t) [uint: 14313002570031824895 int: -4133741503677726721]
[RSP+50C0] 0x164513F670       (void*)
[RSP+50C8] 0x7FF7E61936DE     (void* -> Fallout4.exe+00436DE	mov rax, rdi |  ExtraDataList::GetExtraData(uchar)_436DE)
[RSP+50D0] 0x164513F7E8       (void*)
[RSP+50D8] 0x1FBC91F78D0      (void*)
[RSP+50E0] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+50E8] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+50F0] 0x1                (size_t) [1]
[RSP+50F8] 0x200000           (size_t) [2097152]
[RSP+5100] 0x0                (size_t) [0]
[RSP+5108] 0x164513F7E8       (void*)
[RSP+5110] 0x164513F788       (void*)
